t_no	u_no	l_no1	l_no2	DATE	time	rating	div	seat	price	phone	password
3767	87	18	22	2024-09-01	20:00	1	1	42	23000		
3768	167	8	4	2024-09-01	22:00	2	1	14	64800		
3769	29	21	1	2024-09-01	7:00	2	1	27	133920		
3770	4	1	4	2024-09-01	7:00	3	1	9	36000		
3771	117	2	10	2024-09-01	7:00	1	1	44	43000		
3772	32	17	29	2024-09-01	11:00	3	1	1	92250		
3773	31	14	25	2024-09-01	15:00	1	1	21	52000		
3774	15	30	2	2024-09-01	16:00	3	1	8	249750		
3775	63	27	29	2024-09-01	17:00	3	1	9	119250		
3776	8	16	1	2024-09-01	18:00	2	1	23	100800		
3777	34	13	15	2024-09-01	18:00	2	1	4	14400		
3778	65	16	20	2024-09-01	19:00	2	1	22	36000		
3779	131	3	13	2024-09-01	8:00	3	1	9	103500		
3780	13	3	11	2024-09-01	9:00	2	1	11	76320		
3781	55	25	15	2024-09-01	11:00	3	1	2	85500		
3782	23	30	21	2024-09-01	11:00	1	1	23	60000		
3783	195	29	15	2024-09-01	13:00	2	1	7	79200		
3784	105	15	13	2024-09-01	16:00	1	1	35	10000		
3785	41	2	21	2024-09-01	20:00	2	1	11	120960		
3786	142	26	5	2024-09-01	12:00	2	1	7	139680		
3787	110	29	17	2024-09-01	14:00	3	1	4	92250		
3788	31	6	11	2024-09-01	15:00	2	1	7	51840		
3789	155	22	11	2024-09-01	20:00	2	1	11	56160		
3790	192	14	15	2024-09-01	21:00	1	1	24	20000		
3791	68	20	12	2024-09-01	21:00	1	1	23	29000		
3792	63	8	3	2024-09-01	8:00	1	1	26	25000		
3793	81	15	22	2024-09-01	9:00	1	1	41	27000		
3794	73	10	11	2024-09-01	18:00	2	1	4	31680		
3795	146	5	11	2024-09-01	18:00	2	1	11	70560		
3796	97	23	8	2024-09-01	20:00	2	1	21	79200		
3797	119	30	21	2024-09-01	20:00	1	1	15	60000		
3798	83	13	17	2024-09-01	9:00	3	1	7	63000		
3799	37	16	23	2024-09-01	11:00	3	1	4	63000		
3800	99	30	29	2024-09-01	12:00	1	1	5	63000		
3801	3	18	21	2024-09-01	13:00	1	1	2	61000		
3802	140	15	22	2024-09-01	13:00	1	1	27	27000		
3803	122	6	8	2024-09-01	13:00	2	1	9	14400		
3804	79	23	20	2024-09-01	14:00	3	1	10	63000		
3805	60	4	3	2024-09-01	15:00	2	1	8	70560		
3806		7	17	2024-09-01	15:00	3	1	5	105750	010-4217-7089	8786
3807	71	3	21	2024-09-01	19:00	3	1	1	164250		
3808	54	26	27	2024-09-01	20:00	3	1	5	15750		
3809		10	22	2024-09-01	21:00	2	1	17	63360	010-3649-8205	0061
3810		9	16	2024-09-01	6:00	1	1	7	25000	010-5896-2740	2809
3811	123	3	21	2024-09-01	7:00	3	1	4	164250		
3812	103	5	4	2024-09-01	7:00	3	1	6	117000		
3813	127	10	29	2024-09-01	15:00	1	1	39	68000		
3814	187	25	22	2024-09-01	20:00	3	1	1	78750		
3815	60	29	13	2024-09-01	21:00	3	1	3	128250		
3816	93	10	21	2024-09-01	21:00	3	1	2	99000		
3817	141	28	8	2024-09-01	22:00	1	1	28	74000		
3818	163	27	11	2024-09-01	22:00	2	1	13	86400		
3819	117	29	9	2024-09-01	7:00	1	1	19	66000		
3820	160	14	24	2024-09-01	8:00	1	1	1	67000		
3821		15	17	2024-09-01	9:00	3	1	5	76500	010-3769-4812	1732
3822	32	29	24	2024-09-01	10:00	1	1	37	11000		
3823	141	26	22	2024-09-01	18:00	1	1	3	22000		
3824	187	1	23	2024-09-01	18:00	2	1	25	132480		
3825	16	25	23	2024-09-01	20:00	1	1	32	9000		
3826	106	6	3	2024-09-01	20:00	2	1	16	24480		
3827	15	30	2	2024-09-01	20:00	3	1	10	249750		
3828	134	11	30	2024-09-01	21:00	3	1	10	141750		
3829	23	27	28	2024-09-01	21:00	3	1	3	31500		
3830	19	12	30	2024-09-01	22:00	2	1	8	110880		
3831	196	3	22	2024-09-01	8:00	1	1	41	83000		
3832	61	22	8	2024-09-01	8:00	1	1	6	59000		
3833	16	5	16	2024-09-01	12:00	2	1	5	59040		
3834	63	3	12	2024-09-01	15:00	3	1	5	94500		
3835	94	7	8	2024-09-01	20:00	1	1	12	15000		
3836		22	16	2024-09-01	22:00	3	1	8	87750	010-1948-5720	4569
3837	56	17	27	2024-09-01	22:00	1	1	16	66000		
3838		20	29	2024-09-01	9:00	3	1	10	60750	010-3769-4812	1732
3839	58	6	3	2024-09-01	11:00	2	1	12	24480		
3840	122	12	26	2024-09-01	14:00	1	1	13	72000		
3841		25	18	2024-09-01	17:00	2	1	6	82080	010-5397-2846	9511
3842	141	9	19	2024-09-01	17:00	2	1	5	66240		
3843	147	2	4	2024-09-01	19:00	2	1	5	48960		
3844	37	28	3	2024-09-01	19:00	3	1	4	222750		
3845		3	20	2024-09-01	19:00	1	1	4	70000	010-9346-2078	5657
3846	98	28	15	2024-09-01	21:00	2	1	27	63360		
3847	53	25	28	2024-09-01	21:00	3	1	5	51750		
3848	167	3	21	2024-09-01	10:00	3	1	8	164250		
3849	109	14	4	2024-09-01	12:00	3	1	1	99000		
3850	186	28	20	2024-09-01	15:00	2	1	10	70560		
3851	65	11	21	2024-09-01	6:00	3	1	5	130500		
3852	61	30	1	2024-09-01	6:00	2	1	17	152640		
3853	5	18	15	2024-09-01	8:00	2	1	20	47520		
3854	9	18	13	2024-09-01	8:00	2	1	27	60480		
3855	62	20	22	2024-09-01	8:00	1	1	11	53000		
3856	134	6	13	2024-09-01	10:00	3	1	10	67500		
3857	167	18	21	2024-09-01	11:00	1	1	31	61000		
3858	177	11	10	2024-09-01	11:00	1	1	23	22000		
3859	108	29	6	2024-09-01	12:00	3	1	10	189000		
3860	161	1	2	2024-09-01	15:00	3	1	3	51750		
3861	154	1	26	2024-09-01	15:00	1	1	23	103000		
3862		3	22	2024-09-01	18:00	1	1	44	83000	010-4106-5398	8154
3863	111	11	4	2024-09-01	20:00	2	1	9	44640		
3864	73	18	10	2024-09-01	20:00	3	1	7	96750		
3865	136	23	4	2024-09-01	7:00	2	1	19	118080		
3866	131	7	26	2024-09-01	7:00	3	1	10	173250		
3867		12	26	2024-09-01	10:00	1	1	36	72000	010-1936-5824	7657
3868	155	15	24	2024-09-01	10:00	1	1	21	50000		
3869	68	6	30	2024-09-01	13:00	2	1	12	133920		
3870	94	7	18	2024-09-01	13:00	3	1	1	108000		
3871	16	8	7	2024-09-01	14:00	3	1	1	33750		
3872	189	16	19	2024-09-01	14:00	2	1	27	30240		
3873	63	5	7	2024-09-01	20:00	3	1	7	60750		
3874	82	5	8	2024-09-01	22:00	2	1	16	23040		
3875	176	27	17	2024-09-01	22:00	3	1	9	148500		
3876		29	21	2024-09-01	22:00	1	1	33	24000	010-6725-8190	1921
3877	46	2	14	2024-09-01	12:00	3	1	3	141750		
3878	34	30	7	2024-09-01	13:00	1	1	19	81000		
3879	64	11	26	2024-09-01	15:00	1	1	29	59000		
3880	16	1	20	2024-09-01	17:00	3	1	3	211500		
3881		30	23	2024-09-01	17:00	3	1	7	94500	010-9218-0347	0388
3882	4	19	5	2024-09-01	18:00	2	1	1	84960		
3883	25	29	5	2024-09-01	18:00	1	1	36	84000		
3884	171	7	6	2024-09-01	19:00	3	1	1	31500		
3885	3	28	2	2024-09-01	21:00	3	1	4	234000		
3886	109	18	22	2024-09-01	7:00	1	1	32	23000		
3887	153	17	2	2024-09-01	9:00	1	1	28	69000		
3888	166	2	1	2024-09-01	9:00	2	1	11	33120		
3889	184	28	2	2024-09-01	10:00	3	1	6	234000		
3890	64	8	15	2024-09-01	10:00	1	1	39	31000		
3891	118	5	21	2024-09-01	12:00	1	1	35	61000		
3892		23	2	2024-09-01	15:00	2	1	11	126720	010-8720-6149	2575
3893	97	2	6	2024-09-01	15:00	2	1	6	34560		
3894	110	19	28	2024-09-01	16:00	3	1	3	69750		
3895	96	1	17	2024-09-01	19:00	1	1	35	82000		
3896	163	24	15	2024-09-01	20:00	3	1	3	112500		
3897	139	4	10	2024-09-01	7:00	3	1	3	94500		
3898	56	2	22	2024-09-01	7:00	3	1	7	191250		
3899	158	1	3	2024-09-01	8:00	1	1	22	41000		
3900	101	4	28	2024-09-01	8:00	1	1	9	92000		
3901	181	14	6	2024-09-01	10:00	3	1	2	108000		
3902	142	28	10	2024-09-01	10:00	1	1	27	61000		
3903	127	28	6	2024-09-01	11:00	1	1	37	83000		
3904	128	29	6	2024-09-01	13:00	3	1	5	189000		
3905	138	29	1	2024-09-01	15:00	1	1	29	116000		
3906	33	11	12	2024-09-01	16:00	3	1	7	94500		
3907	111	5	1	2024-09-01	20:00	1	1	29	48000		
3908	163	1	30	2024-09-01	20:00	3	1	9	238500		
3909	41	4	29	2024-09-01	11:00	3	1	1	243000		
3910	31	11	30	2024-09-01	13:00	3	1	3	141750		
3911	93	16	8	2024-09-01	13:00	1	1	40	28000		
3912	15	7	6	2024-09-01	14:00	3	1	3	31500		
3913	40	19	24	2024-09-01	17:00	1	1	43	43000		
3914	180	22	13	2024-09-01	18:00	2	1	3	54720		
3915	33	24	11	2024-09-01	19:00	1	1	36	74000		
3916	182	29	30	2024-09-01	19:00	1	1	16	63000		
3917	117	6	14	2024-09-01	19:00	1	1	17	48000		
3918	75	7	14	2024-09-01	21:00	2	1	3	48960		
3919	42	4	17	2024-09-01	22:00	3	1	10	173250		
3920	141	15	22	2024-09-01	7:00	1	1	28	27000		
3921	62	5	13	2024-09-01	9:00	3	1	7	83250		
3922	39	23	13	2024-09-01	10:00	2	1	12	50400		
3923	49	7	9	2024-09-01	11:00	3	1	4	67500		
3924	182	1	22	2024-09-01	15:00	1	1	15	83000		
3925	190	26	20	2024-09-01	15:00	2	1	18	96480		
3926	24	1	24	2024-09-01	15:00	3	1	7	243000		
3927	151	25	22	2024-09-01	16:00	3	1	4	78750		
3928	185	22	10	2024-09-01	17:00	1	1	24	44000		
3929	39	20	13	2024-09-01	17:00	1	1	7	37000		
3930	139	28	19	2024-09-01	7:00	3	1	7	69750		
3931	81	16	18	2024-09-01	9:00	2	1	23	72000		
3932	61	13	8	2024-09-01	14:00	2	1	20	30240		
3933	161	19	27	2024-09-01	14:00	1	1	12	35000		
3934		5	21	2024-09-01	15:00	1	1	43	61000	010-2958-6037	2212
3935	145	5	27	2024-09-01	15:00	2	1	12	135360		
3936		27	19	2024-09-01	16:00	1	1	27	35000	010-9625-1347	0925
3937	190	20	2	2024-09-01	17:00	3	1	10	186750		
3938	160	1	30	2024-09-01	17:00	3	1	1	238500		
3939		15	10	2024-09-01	19:00	1	1	31	17000	010-6528-4039	3503
3940	105	18	25	2024-09-01	21:00	2	1	23	82080		
3941		18	12	2024-09-01	22:00	3	1	8	132750	010-7391-6045	4126
3942	40	23	5	2024-09-01	10:00	3	1	9	155250		
3943	139	7	17	2024-09-01	12:00	3	1	6	105750		
3944	192	13	10	2024-09-01	15:00	2	1	18	14400		
3945	156	28	29	2024-09-01	15:00	2	1	13	56160		
3946	176	26	14	2024-09-01	16:00	1	1	21	45000		
3947	17	3	13	2024-09-01	18:00	3	1	3	103500		
3948	32	27	2	2024-09-01	19:00	2	1	2	152640		
3949	192	7	26	2024-09-01	19:00	3	1	9	173250		
3950		13	23	2024-09-01	22:00	1	1	12	35000	010-6197-5283	5206
3951	128	3	21	2024-09-01	7:00	3	1	8	164250		
3952	106	22	1	2024-09-01	8:00	3	1	3	186750		
3953	47	24	26	2024-09-01	11:00	2	1	26	92160		
3954	195	28	27	2024-09-01	12:00	1	1	30	14000		
3955	195	30	28	2024-09-01	12:00	3	1	3	54000		
3956	68	30	17	2024-09-01	15:00	2	1	25	109440		
3957	45	24	6	2024-09-01	15:00	3	1	8	166500		
3958	57	17	12	2024-09-01	17:00	3	1	5	33750		
3959	50	22	21	2024-09-01	20:00	1	1	14	43000		
3960	77	6	19	2024-09-01	20:00	3	1	1	117000		
3961	167	15	7	2024-09-01	21:00	3	1	3	67500		
3962	151	29	16	2024-09-01	6:00	2	1	4	66240		
3963	188	22	17	2024-09-01	7:00	2	1	14	77760		
3964	163	5	24	2024-09-01	9:00	3	1	7	164250		
3965	79	27	17	2024-09-01	12:00	3	1	6	148500		
3966	152	25	19	2024-09-01	13:00	2	1	6	38880		
3967	123	29	13	2024-09-01	13:00	3	1	7	128250		
3968	141	11	27	2024-09-01	16:00	3	1	5	135000		
3969	7	20	28	2024-09-01	20:00	3	1	5	110250		
3970	144	20	29	2024-09-01	7:00	3	1	6	60750		
3971	56	25	18	2024-09-01	10:00	2	1	12	82080		
3972	63	13	21	2024-09-01	10:00	3	1	2	76500		
3973	29	25	5	2024-09-01	10:00	2	1	20	106560		
3974	167	3	26	2024-09-01	11:00	3	1	4	238500		
3975	179	16	27	2024-09-01	12:00	3	1	7	123750		
3976	119	23	7	2024-09-01	12:00	2	1	2	83520		
3977	118	10	29	2024-09-01	15:00	1	1	18	68000		
3978	195	4	28	2024-09-01	16:00	1	1	34	92000		
3979	154	26	15	2024-09-01	19:00	1	1	23	49000		
3980	200	4	9	2024-09-01	21:00	2	1	11	86400		
3981	26	18	19	2024-09-01	21:00	2	1	16	46080		
3982	180	5	11	2024-09-01	6:00	2	1	19	70560		
3983	95	16	14	2024-09-01	9:00	1	1	17	37000		
3984	110	25	30	2024-09-01	14:00	2	1	3	67680		
3985	100	17	15	2024-09-01	17:00	2	1	2	48960		
3986	170	13	24	2024-09-01	19:00	2	1	9	72000		
3987	161	2	26	2024-09-01	21:00	3	1	10	240750		
3988	146	18	21	2024-09-01	8:00	1	1	12	61000		
3989	104	11	21	2024-09-01	8:00	3	1	2	130500		
3990		10	22	2024-09-01	9:00	2	1	2	63360	010-4208-9671	8469
3991	35	6	18	2024-09-01	10:00	2	1	7	90720		
3992	5	27	20	2024-09-01	12:00	3	1	10	137250		
3993	68	12	22	2024-09-01	12:00	2	1	5	74880		
3994	112	25	6	2024-09-01	20:00	2	1	18	103680		
3995	178	3	20	2024-09-01	20:00	1	1	18	70000		
3996	10	4	5	2024-09-01	10:00	1	1	17	52000		
3997	20	8	5	2024-09-01	11:00	1	1	15	16000		
3998	63	5	18	2024-09-01	11:00	1	1	12	74000		
3999	33	7	8	2024-09-01	13:00	1	1	41	15000		
4000	109	24	7	2024-09-01	14:00	3	1	4	164250		
4001	34	8	11	2024-09-01	14:00	2	1	26	48960		
4002		25	7	2024-09-01	14:00	1	1	20	66000	010-7938-4051	9138
4003	57	28	25	2024-09-01	15:00	2	1	8	33120		
4004	106	16	9	2024-09-01	17:00	3	1	3	56250		
4005	74	11	18	2024-09-01	17:00	1	1	13	27000		
4006	115	14	20	2024-09-01	18:00	3	1	6	132750		
4007	40	13	17	2024-09-01	8:00	3	1	1	63000		
4008	69	13	20	2024-09-01	9:00	1	1	15	37000		
4009	156	5	24	2024-09-01	9:00	3	1	10	164250		
4010	65	20	24	2024-09-01	11:00	3	1	4	36000		
4011	68	9	28	2024-09-01	13:00	1	1	38	74000		
4012		13	10	2024-09-01	14:00	2	1	4	14400	010-4392-8710	0849
4013	159	3	15	2024-09-01	14:00	3	1	6	126000		
4014	8	15	24	2024-09-01	14:00	1	1	19	50000		
4015	120	27	9	2024-09-01	15:00	1	1	27	81000		
4016	186	8	30	2024-09-01	15:00	1	1	34	85000		
4017	22	15	16	2024-09-01	16:00	3	1	5	38250		
4018	2	21	25	2024-09-01	18:00	1	1	4	16000		
4019	76	6	14	2024-09-01	18:00	1	1	19	48000		
4020	68	13	11	2024-09-01	21:00	3	1	7	58500		
4021	94	20	14	2024-09-01	6:00	3	1	9	132750		
4022	31	17	11	2024-09-01	6:00	2	1	21	79200		
4023	74	25	14	2024-09-01	7:00	2	1	21	74880		
4024	166	24	26	2024-09-01	9:00	2	1	8	92160		
4025	137	16	20	2024-09-01	9:00	2	1	14	36000		
4026	46	16	1	2024-09-01	10:00	2	1	1	100800		
4027	164	24	19	2024-09-01	12:00	3	1	10	96750		
4028	29	14	10	2024-09-01	14:00	2	1	26	40320		
4029	91	5	17	2024-09-01	19:00	3	1	3	96750		
4030	48	5	28	2024-09-01	19:00	3	1	8	200250		
4031	96	6	11	2024-09-01	20:00	2	1	27	51840		
4032	112	3	13	2024-09-01	20:00	3	1	8	103500		
4033	22	12	30	2024-09-01	6:00	2	1	3	110880		
4034	133	4	10	2024-09-01	8:00	3	1	4	94500		
4035	144	11	20	2024-09-01	15:00	2	1	14	90720		
4036	146	26	14	2024-09-01	16:00	1	1	37	45000		
4037	162	19	20	2024-09-01	16:00	2	1	17	53280		
4038		18	27	2024-09-01	19:00	1	1	32	40000	010-7486-3902	6762
4039	29	5	12	2024-09-01	22:00	2	1	23	43200		
4040	125	5	1	2024-09-01	9:00	1	1	25	48000		
4041		4	10	2024-09-01	14:00	3	1	2	94500	010-9034-1768	0087
4042	41	20	18	2024-09-01	15:00	2	1	11	100800		
4043	172	28	10	2024-09-01	17:00	1	1	22	61000		
4044	42	9	25	2024-09-01	19:00	2	1	6	82080		
4045	131	4	23	2024-09-01	6:00	1	1	17	82000		
4046	30	21	26	2024-09-01	8:00	3	1	2	126000		
4047	13	29	17	2024-09-01	9:00	3	1	3	92250		
4048	109	25	23	2024-09-01	10:00	1	1	19	9000		
4049	88	24	7	2024-09-01	18:00	3	1	6	164250		
4050	37	28	17	2024-09-01	18:00	2	1	17	80640		
4051	74	18	13	2024-09-01	19:00	2	1	10	60480		
4052	138	10	3	2024-09-01	19:00	1	1	7	38000		
4053	28	18	4	2024-09-01	21:00	1	1	38	52000		
4054	156	7	9	2024-09-01	17:00	3	1	2	67500		
4055	169	21	1	2024-09-01	18:00	2	1	13	133920		
4056	99	7	4	2024-09-01	20:00	3	1	5	69750		
4057	164	21	19	2024-09-01	22:00	2	1	26	40320		
4058	4	16	18	2024-09-01	7:00	2	1	16	72000		
4059	184	5	30	2024-09-01	9:00	2	1	18	60600		
4060	25	1	4	2024-09-01	11:00	3	1	5	36000		
4061	144	24	21	2024-09-01	12:00	3	1	8	36000		
4062		3	26	2024-09-01	17:00	3	1	1	238500	010-6479-0823	6500
4063	198	23	19	2024-09-01	18:00	3	1	10	40500		
4064	150	18	15	2024-09-01	21:00	2	1	15	47520		
4065		11	30	2024-09-01	8:00	3	1	5	141750	010-3592-8164	0702
4066	116	7	27	2024-09-01	9:00	2	1	18	108000		
4067	58	28	21	2024-09-01	15:00	3	1	2	85500		
4068	180	14	19	2024-09-01	15:00	1	1	31	24000		
4069	188	15	1	2024-09-01	17:00	2	1	19	90720		
4070	67	15	13	2024-09-01	22:00	1	1	32	10000		
4071	6	1	20	2024-09-01	8:00	3	1	8	211500		
4072	195	17	27	2024-09-01	10:00	1	1	12	66000		
4073	86	16	22	2024-09-01	11:00	2	1	21	56160		
4074	34	24	4	2024-09-01	12:00	3	1	9	229500		
4075	67	3	15	2024-09-01	13:00	3	1	1	126000		
4076	110	27	18	2024-09-01	15:00	2	1	5	57600		
4077	178	27	9	2024-09-01	17:00	1	1	33	81000		
4078	196	14	26	2024-09-01	18:00	2	1	11	64800		
4079		9	11	2024-09-01	19:00	3	1	4	105750	010-6147-3905	6269
4080	180	26	30	2024-09-01	20:00	1	1	14	4000		
4081		22	4	2024-09-01	21:00	2	1	25	99360	010-7259-3401	7388
4082	105	4	10	2024-09-01	9:00	3	1	4	94500		
4083	199	5	2	2024-09-01	12:00	2	1	5	41760		
4084	127	21	23	2024-09-01	12:00	3	1	4	40500		
4085	26	9	16	2024-09-01	12:00	1	1	19	25000		
4086	3	12	6	2024-09-01	13:00	2	1	4	43200		
4087	106	1	15	2024-09-01	14:00	1	1	9	63000		
4088	192	16	4	2024-09-01	15:00	3	1	3	141750		
4089	141	18	28	2024-09-01	18:00	1	1	18	47000		
4090	192	15	14	2024-09-01	20:00	3	1	3	45000		
4091	41	30	23	2024-09-01	6:00	3	1	5	94500		
4092		6	30	2024-09-01	12:00	2	1	11	133920	010-8371-5496	9763
4093	23	17	21	2024-09-01	12:00	1	1	40	19000		
4094	70	15	24	2024-09-01	13:00	1	1	17	50000		
4095	7	30	17	2024-09-01	13:00	2	1	13	109440		
4096	118	5	12	2024-09-01	16:00	2	1	17	43200		
4097	117	1	6	2024-09-01	17:00	2	1	23	54720		
4098	13	28	7	2024-09-01	18:00	3	1	8	166500		
4099	102	9	17	2024-09-01	19:00	2	1	6	36000		
4100		5	23	2024-09-01	20:00	1	1	30	69000	010-6427-0193	9509
4101	53	5	16	2024-09-01	21:00	2	1	16	59040		
4102		26	8	2024-09-01	6:00	3	1	4	182250	010-8519-3402	8171
4103	26	3	21	2024-09-01	6:00	3	1	3	164250		
4104	52	15	4	2024-09-01	6:00	1	1	29	53000		
4105	19	30	21	2024-09-01	6:00	1	1	38	60000		
4106	59	5	17	2024-09-01	9:00	3	1	3	96750		
4107	101	21	6	2024-09-01	11:00	3	1	9	135000		
4108	111	30	1	2024-09-01	11:00	2	1	25	152640		
4109	149	20	25	2024-09-01	11:00	3	1	2	58500		
4110	20	30	2	2024-09-01	14:00	3	1	10	249750		
4111	53	16	28	2024-09-01	14:00	1	1	24	48000		
4112	80	7	4	2024-09-01	15:00	3	1	1	69750		
4113	154	16	8	2024-09-01	17:00	1	1	33	28000		
4114	165	4	18	2024-09-01	19:00	2	1	23	74880		
4115	106	6	14	2024-09-01	22:00	1	1	33	48000		
4116	45	26	28	2024-09-01	22:00	1	1	26	21000		
4117	89	7	18	2024-09-01	6:00	3	1	7	108000		
4118	156	5	18	2024-09-01	7:00	1	1	34	74000		
4119	102	24	11	2024-09-01	8:00	1	1	26	74000		
4120	51	14	18	2024-09-01	8:00	3	1	7	33750		
4121	36	18	25	2024-09-01	9:00	2	1	20	82080		
4122	139	13	21	2024-09-01	9:00	3	1	6	76500		
4123	7	18	27	2024-09-01	10:00	1	1	43	40000		
4124	115	7	8	2024-09-01	14:00	1	1	36	15000		
4125	129	26	4	2024-09-01	17:00	2	1	24	128160		
4126	126	10	29	2024-09-01	18:00	1	1	28	68000		
4127	4	30	14	2024-09-01	18:00	2	1	17	70560		
4128	110	10	11	2024-09-01	7:00	2	1	15	31680		
4129	23	13	7	2024-09-01	8:00	2	1	27	34560		
4130	23	23	22	2024-09-01	9:00	1	1	22	26000		
4131	198	19	27	2024-09-01	11:00	1	1	8	35000		
4132	91	4	18	2024-09-01	14:00	2	1	20	74880		
4133	51	10	1	2024-09-01	15:00	1	1	22	48000		
4134	177	24	1	2024-09-01	16:00	1	1	20	108000		
4135	155	30	28	2024-09-01	17:00	3	1	5	54000		
4136	151	13	14	2024-09-01	17:00	2	1	15	40320		
4137	200	11	29	2024-09-01	19:00	3	1	2	177750		
4138		24	4	2024-09-01	6:00	3	1	2	229500	010-8394-2710	2062
4139	86	10	27	2024-09-01	7:00	2	1	17	93600		
4140	147	14	10	2024-09-01	8:00	2	1	24	40320		
4141	121	14	20	2024-09-01	9:00	3	1	5	132750		
4142	187	26	18	2024-09-01	11:00	3	1	10	83250		
4143	32	28	30	2024-09-01	11:00	1	1	8	24000		
4144	173	28	29	2024-09-01	13:00	2	1	14	56160		
4145	93	18	15	2024-09-01	13:00	2	1	24	47520		
4146	44	13	17	2024-09-01	14:00	3	1	1	63000		
4147	9	19	26	2024-09-01	16:00	1	1	19	38000		
4148	17	7	16	2024-09-01	17:00	3	1	10	76500		
4149	192	19	13	2024-09-01	19:00	1	1	24	21000		
4150	29	18	13	2024-09-01	20:00	2	1	12	60480		
4151	168	23	19	2024-09-01	21:00	3	1	1	40500		
4152	9	22	9	2024-09-01	21:00	2	1	18	90720		
4153	171	24	6	2024-09-01	22:00	3	1	9	166500		
4154	25	1	26	2024-09-02	7:00	1	1	25	103000		
4155	16	16	8	2024-09-02	9:00	1	1	1	28000		
4156	167	3	7	2024-09-02	10:00	2	1	23	44640		
4157	63	4	28	2024-09-02	10:00	1	1	11	92000		
4158	128	14	3	2024-09-02	11:00	2	1	5	93600		
4159	84	14	18	2024-09-02	11:00	3	1	5	33750		
4160	95	21	30	2024-09-02	11:00	3	1	1	135000		
4161	163	20	5	2024-09-02	12:00	3	1	1	128250		
4162	113	29	13	2024-09-02	14:00	3	1	3	128250		
4163	86	20	25	2024-09-02	14:00	3	1	4	58500		
4164	106	15	25	2024-09-02	15:00	2	1	6	54720		
4165	153	24	3	2024-09-02	17:00	3	1	10	191250		
4166	59	15	27	2024-09-02	17:00	1	1	8	47000		
4167	147	29	24	2024-09-02	18:00	1	1	33	11000		
4168	51	2	22	2024-09-02	19:00	3	1	8	191250		
4169	29	19	28	2024-09-02	21:00	3	1	5	69750		
4170	167	24	12	2024-09-02	21:00	3	1	7	99000		
4171		16	14	2024-09-02	22:00	1	1	39	37000	010-8407-1392	5607
4172	153	4	18	2024-09-02	6:00	2	1	21	74880		
4173	160	23	26	2024-09-02	6:00	1	1	20	38000		
4174	104	21	14	2024-09-02	10:00	2	1	7	74880		
4175	128	27	5	2024-09-02	10:00	1	1	4	94000		
4176	151	9	30	2024-09-02	12:00	1	1	32	89000		
4177	84	20	3	2024-09-02	13:00	2	1	7	100800		
4178	20	10	12	2024-09-02	15:00	2	1	23	30240		
4179	24	3	19	2024-09-02	16:00	1	1	15	68000		
4180	28	28	30	2024-09-02	22:00	1	1	7	24000		
4181	170	15	4	2024-09-02	7:00	1	1	15	53000		
4182	88	18	28	2024-09-02	9:00	1	1	4	47000		
4183	123	14	17	2024-09-02	11:00	2	1	17	77760		
4184	162	26	15	2024-09-02	11:00	1	1	33	49000		
4185	188	27	5	2024-09-02	17:00	1	1	24	94000		
4186	200	5	26	2024-09-02	17:00	2	1	27	139680		
4187	121	19	13	2024-09-02	17:00	1	1	24	21000		
4188		2	14	2024-09-02	18:00	3	1	2	141750	010-7243-9160	6930
4189	51	12	29	2024-09-02	19:00	2	1	27	77760		
4190	42	24	1	2024-09-02	21:00	1	1	38	108000		
4191	65	30	4	2024-09-02	21:00	1	1	30	92000		
4192	139	17	21	2024-09-02	8:00	1	1	26	19000		
4193	100	19	1	2024-09-02	10:00	3	1	9	168750		
4194	181	6	28	2024-09-02	11:00	1	1	13	83000		
4195		22	26	2024-09-02	15:00	3	1	2	49500	010-5402-3987	9010
4196	48	15	3	2024-09-02	19:00	1	1	32	56000		
4197	108	1	15	2024-09-02	22:00	1	1	6	63000		
4198	110	18	4	2024-09-02	7:00	1	1	3	52000		
4199	98	15	1	2024-09-02	7:00	2	1	17	90720		
4200	106	27	12	2024-09-02	8:00	2	1	21	97920		
4201	61	19	25	2024-09-02	8:00	1	1	23	27000		
4202	155	4	30	2024-09-02	8:00	2	1	25	132480		
4203	128	21	4	2024-09-02	18:00	1	1	41	85000		
4204		6	5	2024-09-02	18:00	1	1	9	13000	010-9327-0516	3796
4205		13	11	2024-09-02	20:00	3	1	6	58500	010-8497-2610	0668
4206	34	18	13	2024-09-02	21:00	2	1	18	60480		
4207		23	7	2024-09-02	21:00	2	1	12	83520	010-9463-7208	9542
4208	135	3	12	2024-09-02	21:00	3	1	3	94500		
4209	53	29	21	2024-09-02	22:00	1	1	18	24000		
4210	84	18	12	2024-09-02	6:00	3	1	5	132750		
4211	169	6	4	2024-09-02	9:00	1	1	41	40000		
4212	70	18	13	2024-09-02	13:00	2	1	17	60480		
4213	18	11	29	2024-09-02	13:00	3	1	3	177750		
4214		15	25	2024-09-02	14:00	2	1	12	54720	010-3941-5876	7020
4215	185	8	30	2024-09-02	14:00	1	1	9	85000		
4216	124	5	11	2024-09-02	15:00	2	1	11	70560		
4217	83	13	22	2024-09-02	16:00	3	1	8	85500		
4218	159	27	19	2024-09-02	16:00	1	1	36	35000		
4219	24	29	10	2024-09-02	18:00	3	1	9	153000		
4220	123	8	15	2024-09-02	18:00	1	1	41	31000		
4221	53	16	5	2024-09-02	19:00	1	1	18	41000		
